ID,Allocation [m3]
10,7.52391648482233
7,53.06164835533001
15,374.9230104183287
14,142.51009502008793
20,8.481914942056967
24,202.50159043323464
28,353.411102260432
33,441.0752557677136
1,31.090791024906668
12,3.008290999516043
5,3.929852519635434
25,33.463499106469406
9,34.74409126484058
