ID,Allocation [m3]
10,1.918101565992094
7,52.75044949449889
15,370.80913065954906
14,141.32022431616102
20,8.527196966039314
24,199.36360217453614
28,364.2411683813363
33,454.19596506406845
1,34.15927169105155
12,3.008290999516043
5,3.958299914340354
25,31.434491617319225
9,93.85086644830709
