ID,Allocation [m3]
10,0.9515171027010266
7,45.48828146014776
15,332.12350348576564
14,140.2654862349765
20,2.897656430576185
24,191.49116561245955
28,338.4163652455332
33,389.567609563565
1,37.327639731326265
12,5.654886794749045
5,2.6575701164961814
25,31.19689673529961
9,81.95373905276547
